ID,Tesis Adı,Kategori,Enlem,Boylam,Kritiklik,Durum,Kaynak,Etiket,Tahmini_Alan_km2,Koordinat_Kaynagi,Detayli_Stratejik_Aciklama,Z_Ekseni_Derinlik_m,Tahkimat_Seviyesi
1087,Grid-Alan-1087,Bilinmiyor,30.982294,35.500492,67,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1087 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 67 seviyesinde korunmaktadır.,0,Standart / Yüzey
1088,Grid-Alan-1088,Bilinmiyor,30.999584,35.517082,68,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1088 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.,0,Standart / Yüzey
1089,Grid-Alan-1089,Bilinmiyor,31.0167,35.5333,70,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1089 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.,0,Standart / Yüzey
1090,Grid-Alan-1090,Bilinmiyor,31.032272,35.548546,72,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1090 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.,0,Standart / Yüzey
1091,Grid-Alan-1091,Bilinmiyor,31.049484,35.566677,73,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1091 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 73 seviyesinde korunmaktadır.,0,Standart / Yüzey
1092,Grid-Alan-1092,Bilinmiyor,31.0667,35.5833,72,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1092 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.,0,Standart / Yüzey
1093,Grid-Alan-1093,Bilinmiyor,31.083184,35.601164,70,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1093 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.,0,Standart / Yüzey
1094,Grid-Alan-1094,Bilinmiyor,31.100959,35.618134,68,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1094 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.,0,Standart / Yüzey
1095,Grid-Alan-1095,Bilinmiyor,31.1167,35.6333,67,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1095 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 67 seviyesinde korunmaktadır.,0,Standart / Yüzey
1096,Grid-Alan-1096,Bilinmiyor,31.133079,35.650357,68,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1096 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.,0,Standart / Yüzey
1097,Grid-Alan-1097,Bilinmiyor,31.151318,35.66785,70,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1097 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.,0,Standart / Yüzey
1098,Grid-Alan-1098,Bilinmiyor,31.1667,35.6833,72,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1098 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.,0,Standart / Yüzey
1099,Grid-Alan-1099,Bilinmiyor,31.183201,35.700143,73,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1099 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 73 seviyesinde korunmaktadır.,0,Standart / Yüzey
1100,Grid-Alan-1100,Bilinmiyor,31.199017,35.716673,72,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1100 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.,0,Standart / Yüzey
1101,Grid-Alan-1101,Bilinmiyor,31.2167,35.7333,70,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1101 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.,0,Standart / Yüzey
1102,Grid-Alan-1102,Bilinmiyor,31.232716,35.750927,68,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1102 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.,0,Standart / Yüzey
1103,Grid-Alan-1103,Bilinmiyor,31.248899,35.7671,67,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1103 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 67 seviyesinde korunmaktadır.,0,Standart / Yüzey
1104,Grid-Alan-1104,Bilinmiyor,31.2667,35.7833,68,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1104 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.,0,Standart / Yüzey
1105,Grid-Alan-1105,Bilinmiyor,31.283432,35.799751,70,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1105 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.,0,Standart / Yüzey
1106,Grid-Alan-1106,Bilinmiyor,31.299965,35.816866,72,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1106 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.,0,Standart / Yüzey
1107,Grid-Alan-1107,Bilinmiyor,31.3167,35.8333,70,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1107 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.,0,Standart / Yüzey
1108,Grid-Alan-1108,Bilinmiyor,31.33431,35.850344,68,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1108 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.,0,Standart / Yüzey
1109,Grid-Alan-1109,Bilinmiyor,31.350452,35.866506,65,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1109 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 65 seviyesinde korunmaktadır.,0,Standart / Yüzey
1110,Grid-Alan-1110,Bilinmiyor,31.3667,35.8833,63,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1110 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 63 seviyesinde korunmaktadır.,0,Standart / Yüzey
1111,Grid-Alan-1111,Bilinmiyor,31.498787,34.601275,65,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1111 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 65 seviyesinde korunmaktadır.,0,Standart / Yüzey
1112,Grid-Alan-1112,Bilinmiyor,31.5167,34.6167,67,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1112 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 67 seviyesinde korunmaktadır.,0,Standart / Yüzey
1113,Grid-Alan-1113,Bilinmiyor,31.5333,34.6333,68,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1113 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.,0,Standart / Yüzey
1114,Grid-Alan-1114,Bilinmiyor,31.548954,34.648868,70,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1114 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.,0,Standart / Yüzey
1115,Grid-Alan-1115,Bilinmiyor,31.5667,34.6667,72,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1115 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.,0,Standart / Yüzey
1116,Grid-Alan-1116,Bilinmiyor,31.5833,34.6833,73,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1116 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 73 seviyesinde korunmaktadır.,0,Standart / Yüzey
1117,Grid-Alan-1117,Bilinmiyor,31.599226,34.701238,72,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1117 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.,0,Standart / Yüzey
1118,Grid-Alan-1118,Bilinmiyor,31.6167,34.7167,70,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1118 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.,0,Standart / Yüzey
1119,Grid-Alan-1119,Bilinmiyor,31.6333,34.7333,68,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1119 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.,0,Standart / Yüzey
1120,Grid-Alan-1120,Bilinmiyor,31.650662,34.749263,67,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1120 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 67 seviyesinde korunmaktadır.,0,Standart / Yüzey
1121,Grid-Alan-1121,Bilinmiyor,31.6667,34.7667,68,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1121 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.,0,Standart / Yüzey
1122,Grid-Alan-1122,Bilinmiyor,31.6833,34.7833,70,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1122 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.,0,Standart / Yüzey
1123,Grid-Alan-1123,Bilinmiyor,31.699443,34.801274,72,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1123 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.,0,Standart / Yüzey
1124,Grid-Alan-1124,Bilinmiyor,31.716744,34.816364,73,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1124 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 73 seviyesinde korunmaktadır.,0,Standart / Yüzey
1125,Grid-Alan-1125,Bilinmiyor,31.7333,34.8333,72,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1125 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.,0,Standart / Yüzey
1126,Grid-Alan-1126,Bilinmiyor,31.751131,34.849885,70,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1126 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.,0,Standart / Yüzey
1127,Grid-Alan-1127,Bilinmiyor,31.7667,34.8667,68,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1127 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.,0,Standart / Yüzey
1128,Grid-Alan-1128,Bilinmiyor,31.783631,34.883587,67,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1128 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 67 seviyesinde korunmaktadır.,0,Standart / Yüzey
1129,Grid-Alan-1129,Bilinmiyor,31.801469,34.899088,68,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1129 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.,0,Standart / Yüzey
1130,Grid-Alan-1130,Bilinmiyor,31.8167,34.9167,70,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1130 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.,0,Standart / Yüzey
1131,Grid-Alan-1131,Bilinmiyor,31.8333,34.9333,72,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1131 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.,0,Standart / Yüzey
1132,Grid-Alan-1132,Bilinmiyor,31.851169,34.948808,73,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1132 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 73 seviyesinde korunmaktadır.,0,Standart / Yüzey
1133,Grid-Alan-1133,Bilinmiyor,31.8667,34.9667,72,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1133 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.,0,Standart / Yüzey
1134,Grid-Alan-1134,Bilinmiyor,31.8833,34.9833,70,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1134 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.,0,Standart / Yüzey
1135,Grid-Alan-1135,Bilinmiyor,31.899197,34.998786,68,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1135 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.,0,Standart / Yüzey
1136,Grid-Alan-1136,Bilinmiyor,31.9167,35.0167,67,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1136 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 67 seviyesinde korunmaktadır.,0,Standart / Yüzey
1137,Grid-Alan-1137,Bilinmiyor,31.9333,35.0333,68,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1137 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.,0,Standart / Yüzey
1138,Grid-Alan-1138,Bilinmiyor,31.948993,35.048554,70,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1138 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.,0,Standart / Yüzey
1139,Grid-Alan-1139,Bilinmiyor,31.9667,35.0667,72,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1139 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.,0,Standart / Yüzey
1140,Grid-Alan-1140,Bilinmiyor,31.9833,35.0833,73,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1140 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 73 seviyesinde korunmaktadır.,0,Standart / Yüzey
1141,Grid-Alan-1141,Bilinmiyor,31.999205,35.098517,72,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1141 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.,0,Standart / Yüzey
1142,Grid-Alan-1142,Bilinmiyor,32.0167,35.1167,70,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1142 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.,0,Standart / Yüzey
1143,Grid-Alan-1143,Bilinmiyor,32.0333,35.1333,68,KONTROL ET,,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-1143 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.,0,Standart / Yüzey
