ID,Tesis Adı,Kategori,Enlem,Boylam,Kritiklik,Durum,Kaynak,Etiket,Tahmini_Alan_km2,Detayli_Stratejik_Aciklama,Bağlı_Olduğu_Üs
1727,Hava Savunma Yedek Mühimmat Deposu - Sektör 73D,havasavunma,30.7847,35.0128,92,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1727 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1728,Hava Savunma Yedek Mühimmat Deposu - Sektör 50B,havasavunma,32.4084,35.2224,90,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1728 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1729,Hava Savunma Yedek Mühimmat Deposu - Sektör 38B,havasavunma,30.9388,34.5457,92,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1729 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1730,Hava Savunma Yedek Mühimmat Deposu - Sektör 84D,havasavunma,30.7823,35.4348,90,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1730 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1731,Hava Savunma Yedek Mühimmat Deposu - Sektör 58B,havasavunma,30.4572,34.8299,89,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1731 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 89 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1732,Hava Savunma Yedek Mühimmat Deposu - Sektör 53C,havasavunma,31.6519,35.4435,89,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1732 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 89 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1733,Hava Savunma Yedek Mühimmat Deposu - Sektör 72D,havasavunma,32.8995,35.1417,91,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1733 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 91 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1734,Hava Savunma Yedek Mühimmat Deposu - Sektör 27D,havasavunma,32.1983,34.8522,91,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1734 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 91 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1735,Hava Savunma Yedek Mühimmat Deposu - Sektör 92A,havasavunma,32.7507,35.0421,92,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1735 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1736,Hava Savunma Yedek Mühimmat Deposu - Sektör 95A,havasavunma,32.5172,34.5743,92,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1736 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1737,Hava Savunma Yedek Mühimmat Deposu - Sektör 39A,havasavunma,31.2372,35.3425,91,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1737 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 91 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1738,Hava Savunma Yedek Mühimmat Deposu - Sektör 57A,havasavunma,30.0274,35.0057,89,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1738 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 89 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1739,Hava Savunma Yedek Mühimmat Deposu - Sektör 78D,havasavunma,31.9779,34.5157,92,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1739 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1740,Hava Savunma Yedek Mühimmat Deposu - Sektör 78C,havasavunma,30.0502,35.2222,92,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1740 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1741,Hava Savunma Yedek Mühimmat Deposu - Sektör 65B,havasavunma,31.5066,35.1979,92,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1741 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1742,Hava Savunma Yedek Mühimmat Deposu - Sektör 40B,havasavunma,32.7541,35.0244,90,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1742 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1743,Hava Savunma Yedek Mühimmat Deposu - Sektör 60A,havasavunma,32.4456,34.7673,90,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1743 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1744,Hava Savunma Yedek Mühimmat Deposu - Sektör 41B,havasavunma,32.8779,34.959,90,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1744 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1745,Hava Savunma Yedek Mühimmat Deposu - Sektör 93A,havasavunma,32.0521,35.3479,92,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1745 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1746,Hava Savunma Yedek Mühimmat Deposu - Sektör 70A,havasavunma,31.2158,34.8772,92,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1746 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1747,Hava Savunma Yedek Mühimmat Deposu - Sektör 65C,havasavunma,32.1085,34.5827,92,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1747 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1748,Hava Savunma Yedek Mühimmat Deposu - Sektör 39B,havasavunma,32.6844,35.4192,89,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1748 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 89 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1749,Hava Savunma Yedek Mühimmat Deposu - Sektör 97C,havasavunma,30.8133,35.4242,92,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1749 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1750,Hava Savunma Yedek Mühimmat Deposu - Sektör 12B,havasavunma,30.5381,35.3504,91,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1750 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 91 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1751,Hava Savunma Yedek Mühimmat Deposu - Sektör 60A,havasavunma,32.2568,35.2127,90,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1751 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1752,Hava Savunma Yedek Mühimmat Deposu - Sektör 59C,havasavunma,30.4874,34.7405,89,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1752 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 89 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1753,Hava Savunma Yedek Mühimmat Deposu - Sektör 98A,havasavunma,32.2668,34.64,90,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1753 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1754,Hava Savunma Yedek Mühimmat Deposu - Sektör 19C,havasavunma,30.1611,34.9371,89,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1754 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 89 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1755,Hava Savunma Yedek Mühimmat Deposu - Sektör 91C,havasavunma,32.9068,34.8264,89,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1755 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 89 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1756,Hava Savunma Yedek Mühimmat Deposu - Sektör 58D,havasavunma,31.4718,34.8558,91,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1756 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 91 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1757,Hava Savunma Yedek Mühimmat Deposu - Sektör 20C,havasavunma,32.0391,35.1607,91,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1757 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 91 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1758,Hava Savunma Yedek Mühimmat Deposu - Sektör 29D,havasavunma,32.1393,34.582,91,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1758 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 91 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1759,Hava Savunma Yedek Mühimmat Deposu - Sektör 23A,havasavunma,32.219,34.8167,92,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1759 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1760,Hava Savunma Yedek Mühimmat Deposu - Sektör 44A,havasavunma,32.8289,34.9447,91,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1760 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 91 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1761,Hava Savunma Yedek Mühimmat Deposu - Sektör 81D,havasavunma,30.2619,34.931,92,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1761 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1762,Hava Savunma Yedek Mühimmat Deposu - Sektör 21C,havasavunma,30.0788,34.8539,89,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1762 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 89 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1763,Hava Savunma Yedek Mühimmat Deposu - Sektör 20B,havasavunma,30.037,34.9138,91,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1763 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 91 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1764,Hava Savunma Yedek Mühimmat Deposu - Sektör 44C,havasavunma,32.0559,34.6695,90,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1764 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1765,Hava Savunma Yedek Mühimmat Deposu - Sektör 65C,havasavunma,31.4794,34.5633,89,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1765 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 89 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1766,Hava Savunma Yedek Mühimmat Deposu - Sektör 56C,havasavunma,30.8993,35.2827,91,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1766 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 91 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1767,Hava Savunma Yedek Mühimmat Deposu - Sektör 88B,havasavunma,32.1627,34.9958,89,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1767 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 89 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1768,Hava Savunma Yedek Mühimmat Deposu - Sektör 60C,havasavunma,30.3209,34.8047,89,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1768 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 89 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1769,Hava Savunma Yedek Mühimmat Deposu - Sektör 52D,havasavunma,32.4122,34.8295,91,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1769 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 91 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1770,Hava Savunma Yedek Mühimmat Deposu - Sektör 98B,havasavunma,30.9013,35.1032,89,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1770 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 89 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1771,Hava Savunma Yedek Mühimmat Deposu - Sektör 50C,havasavunma,30.9425,35.4646,89,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1771 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 89 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1772,Hava Savunma Yedek Mühimmat Deposu - Sektör 51D,havasavunma,32.9033,35.282,90,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1772 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1773,Hava Savunma Yedek Mühimmat Deposu - Sektör 24B,havasavunma,32.4495,34.8929,91,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1773 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 91 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1774,Hava Savunma Yedek Mühimmat Deposu - Sektör 69B,havasavunma,32.0451,35.0501,89,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1774 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 89 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1775,Hava Savunma Yedek Mühimmat Deposu - Sektör 18D,havasavunma,32.3931,35.3313,89,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1775 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 89 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1776,Hava Savunma Yedek Mühimmat Deposu - Sektör 42B,havasavunma,30.4175,34.8028,89,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1776 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 89 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
1777,Hava Savunma Yedek Mühimmat Deposu - Sektör 86D,havasavunma,32.3672,34.574,89,Doğrulandı,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,2.0,ID-1777 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 89 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
