ID,Tesis Adı,Kategori,Enlem,Boylam,Kritiklik,Durum,Kaynak,Etiket,Tahmini_Alan_km2,Koordinat_Kaynagi,Detayli_Stratejik_Aciklama
1042,Grid-Alan-1042,Bilinmiyor,30.2333,35.1833,70,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1042 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.
1043,Grid-Alan-1043,Bilinmiyor,30.250154,35.201373,68,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1043 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.
1044,Grid-Alan-1044,Bilinmiyor,30.2667,35.2167,67,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1044 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 67 seviyesinde korunmaktadır.
1045,Grid-Alan-1045,Bilinmiyor,30.2833,35.2333,65,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1045 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 65 seviyesinde korunmaktadır.
1046,Grid-Alan-1046,Bilinmiyor,30.298505,35.248931,63,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1046 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 63 seviyesinde korunmaktadır.
1047,Grid-Alan-1047,Bilinmiyor,30.3167,35.2667,62,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1047 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 62 seviyesinde korunmaktadır.
1048,Grid-Alan-1048,Bilinmiyor,30.3333,35.2833,60,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1048 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 60 seviyesinde korunmaktadır.
1049,Grid-Alan-1049,Bilinmiyor,30.350751,35.301035,58,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1049 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 58 seviyesinde korunmaktadır.
1050,Grid-Alan-1050,Bilinmiyor,30.3667,35.3167,57,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1050 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 57 seviyesinde korunmaktadır.
1051,Grid-Alan-1051,Bilinmiyor,30.383321,34.898736,60,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1051 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 60 seviyesinde korunmaktadır.
1052,Grid-Alan-1052,Bilinmiyor,30.400497,34.916343,62,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1052 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 62 seviyesinde korunmaktadır.
1053,Grid-Alan-1053,Bilinmiyor,30.4167,34.9333,63,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1053 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 63 seviyesinde korunmaktadır.
1054,Grid-Alan-1054,Bilinmiyor,30.434352,34.949243,65,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1054 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 65 seviyesinde korunmaktadır.
1055,Grid-Alan-1055,Bilinmiyor,30.449575,34.965508,67,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1055 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 67 seviyesinde korunmaktadır.
1056,Grid-Alan-1056,Bilinmiyor,30.4667,34.9833,68,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1056 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.
1057,Grid-Alan-1057,Bilinmiyor,30.482842,35.000788,70,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1057 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.
1058,Grid-Alan-1058,Bilinmiyor,30.499002,35.016398,72,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1058 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.
1059,Grid-Alan-1059,Bilinmiyor,30.5167,35.0333,73,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1059 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 73 seviyesinde korunmaktadır.
1060,Grid-Alan-1060,Bilinmiyor,30.533493,35.048566,72,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1060 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.
1061,Grid-Alan-1061,Bilinmiyor,30.549748,35.065216,70,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1061 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.
1062,Grid-Alan-1062,Bilinmiyor,30.5667,35.0833,68,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1062 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.
1063,Grid-Alan-1063,Bilinmiyor,30.582755,35.099195,67,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1063 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 67 seviyesinde korunmaktadır.
1064,Grid-Alan-1064,Bilinmiyor,30.599451,35.117911,68,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1064 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.
1065,Grid-Alan-1065,Bilinmiyor,30.6167,35.1333,70,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1065 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.
1066,Grid-Alan-1066,Bilinmiyor,30.632871,35.1502,72,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1066 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.
1067,Grid-Alan-1067,Bilinmiyor,30.648777,35.168141,73,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1067 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 73 seviyesinde korunmaktadır.
1068,Grid-Alan-1068,Bilinmiyor,30.6667,35.1833,72,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1068 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.
1069,Grid-Alan-1069,Bilinmiyor,30.682668,35.200335,70,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1069 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.
1070,Grid-Alan-1070,Bilinmiyor,30.699125,35.215472,68,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1070 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.
1071,Grid-Alan-1071,Bilinmiyor,30.7167,35.2333,67,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1071 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 67 seviyesinde korunmaktadır.
1072,Grid-Alan-1072,Bilinmiyor,30.734014,35.250957,68,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1072 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.
1073,Grid-Alan-1073,Bilinmiyor,30.749435,35.266084,70,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1073 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.
1074,Grid-Alan-1074,Bilinmiyor,30.7667,35.2833,72,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1074 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.
1075,Grid-Alan-1075,Bilinmiyor,30.783907,35.300839,73,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1075 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 73 seviyesinde korunmaktadır.
1076,Grid-Alan-1076,Bilinmiyor,30.801357,35.318021,72,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1076 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.
1077,Grid-Alan-1077,Bilinmiyor,30.8167,35.3333,70,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1077 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.
1078,Grid-Alan-1078,Bilinmiyor,30.832536,35.35067,68,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1078 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.
1079,Grid-Alan-1079,Bilinmiyor,30.849551,35.367055,67,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1079 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 67 seviyesinde korunmaktadır.
1080,Grid-Alan-1080,Bilinmiyor,30.8667,35.3833,68,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1080 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.
1081,Grid-Alan-1081,Bilinmiyor,30.882871,35.398772,70,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1081 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.
1082,Grid-Alan-1082,Bilinmiyor,30.899985,35.416959,72,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1082 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.
1083,Grid-Alan-1083,Bilinmiyor,30.9167,35.4333,73,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1083 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 73 seviyesinde korunmaktadır.
1084,Grid-Alan-1084,Bilinmiyor,30.932162,35.450467,72,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1084 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.
1085,Grid-Alan-1085,Bilinmiyor,30.949591,35.467063,70,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1085 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.
1086,Grid-Alan-1086,Bilinmiyor,30.9667,35.4833,68,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1086 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.
1087,Grid-Alan-1087,Bilinmiyor,30.982294,35.500492,67,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1087 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 67 seviyesinde korunmaktadır.
1088,Grid-Alan-1088,Bilinmiyor,30.999584,35.517082,68,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1088 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.
1089,Grid-Alan-1089,Bilinmiyor,31.0167,35.5333,70,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1089 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.
1090,Grid-Alan-1090,Bilinmiyor,31.032272,35.548546,72,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1090 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.
1091,Grid-Alan-1091,Bilinmiyor,31.049484,35.566677,73,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1091 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 73 seviyesinde korunmaktadır.
1092,Grid-Alan-1092,Bilinmiyor,31.0667,35.5833,72,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1092 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.
1093,Grid-Alan-1093,Bilinmiyor,31.083184,35.601164,70,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1093 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.
1094,Grid-Alan-1094,Bilinmiyor,31.100959,35.618134,68,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1094 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.
1095,Grid-Alan-1095,Bilinmiyor,31.1167,35.6333,67,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1095 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 67 seviyesinde korunmaktadır.
1096,Grid-Alan-1096,Bilinmiyor,31.133079,35.650357,68,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1096 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.
1097,Grid-Alan-1097,Bilinmiyor,31.151318,35.66785,70,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1097 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.
1098,Grid-Alan-1098,Bilinmiyor,31.1667,35.6833,72,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1098 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.
1099,Grid-Alan-1099,Bilinmiyor,31.183201,35.700143,73,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1099 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 73 seviyesinde korunmaktadır.
1100,Grid-Alan-1100,Bilinmiyor,31.199017,35.716673,72,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1100 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.
1101,Grid-Alan-1101,Bilinmiyor,31.2167,35.7333,70,KONTROL ET,,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-1101 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.
